25fv47	5501.845888286753	23.031423
80bau3b	987224.1924090906	78.009662
adlittle	225494.9631623929	0.085212
afiro	-464.75314285714285	0.007329
agg	-35991767.286576524	0.069448
agg2	-20239252.355977107	0.099221
agg3	10312115.93508924	0.008796
bandm	-158.62801845012072	2.067299
beaconfd	33592.48580719985	0.089632
blend	-30.81214984582835	0.0687
bnl1	1977.629561522891	5.063373
bnl2	1811.2365403585468	58.005822
boeing1	-335.21356750712664	1.093385
boeing2	-315.01872801520284	0.034507
bore3d	1373.080394208493	0.035107
brandy	1518.5098964881283	1.03493
capri	2690.0129137681606	0.008767
cycle	-5.226393024894102	24.032942
czprob	2185196.698856578	10.000516
d2q06c	122784.21081418944	209.09762
d6cube	315.4916666666662	71.054569
degen2	-1435.178	3.06669
degen3	-987.2940000000006	42.01855
dfl001	11266396.046671042	3408.058284
e226	-25.86492906637055	0.039749
etamacro	-755.7152332045935	1.002852
fffff800	555679.5648174969	2.086754
finnis	172791.0655956116	1.043625
fit1d	-9146.378092420928	2.05689
fit1p	9146.378092420933	7.03723
fit2d	-68464.2932938321	301.093838
fit2p	68464.2932938319	475.078223
forplan	-664.2189612722026	0.091911
ganges	-109585.73612927808	6.004735
gfrd-pnc	6902235.999548812	1.069562
greenbea	-72555248.12984595	129.01151
greenbeb	-4302260.261206586	102.054865
grow15	-106870941.29357532	2.096199
grow22	-160834336.48256317	6.014024
grow7	-47787811.81471155	0.002268
israel	-896644.821863046	0.044714
kb2	-1749.9001299062031	0.049252
lotfi	-25.264706061880002	0.084548
maros-r7	1497185.1664796427	206.057741
maros	-58063.743701125866	16.088718
modszk1	320.61972906416173	6.052302
nesm	14076036.487562705	26.059137
perold	-9380.755278235172	24.09959
pilot.ja	-6113.136465581341	76.065003
pilot	-557.4897292893373	258.061842
pilot.we	-2720107.532845011	28.030924
pilot4	-2581.139258883889	8.055654
pilot87	301.71069804277323	636.004076
pilotnov	-4497.2761882188715	25.038495
recipe	-266.61600000000027	0.029003
sc105	-52.202061211707324	0.069449
sc205	-52.20206121170686	0.046719
sc50a	-64.57507705856449	0.023544
sc50b	-69.99999999999994	0.022838
scagr25	-14753433.060768532	1.09157
scagr7	-2331389.824330985	0.066927
scfxm1	18416.759028348944	1.016982
scfxm2	36660.261564998815	3.010969
scfxm3	54901.254549751466	7.073206
scorpion	1878.1248227381068	0.010743
scrs8	904.296953800881	2.00827
scsd1	8.666666674333369	0.027101
scsd6	50.50000007826239	0.012013
scsd8	904.9999999254647	5.023858
sctap1	1412.2500000000002	0.099044
sctap2	1724.807142857143	9.094826
sctap3	1424	15.068304
seba	15711.599999999999	1.003155
share1b	-76589.31857918568	0.098564
share2b	-415.7322407414203	0.075764
shell	1208825346	1.00189
ship04l	1793324.537970356	1.011837
ship04s	1798714.7004453908	0.05642
ship08l	1909055.211389131	4.081949
ship08s	1920098.210534618	3.088892
ship12l	1470187.9193292663	7.029622
ship12s	1489236.134406133	4.089141
sierra	15394362.183631929	3.043738
stair	-251.2669511929631	2.090281
standata	1257.6995	0.035876
standmps	1406.0175000000002	0.037202
stocfor1	-41131.976219436234	0.074565
stocfor2	-39024.408537882126	16.059776
tuff	0.2921477649694337	1.02014
vtp.base	129831.46246136139	0.050332
wood1p	1.4429024115734097	5.068089
woodw	1.3044763330842293	22.012986
